,date,marketcap,price,txVol,meanFee
1273,2017-07-06,148680333.587,0.017006999999999998,1656963.19811,0.03413850704543059
1274,2017-07-07,156298036.258,0.017878,1380947.40415,0.03201795004067337
1275,2017-07-08,135100226.647,0.015453999999999999,1402331.3725,0.03535678219578598
1276,2017-07-09,138927164.90399998,0.015892,953205.145222,0.03522331713687638
1277,2017-07-10,128407476.22399999,0.014688,2082406.7047599999,0.03923780139402407
1278,2017-07-11,87880250.4507,0.010052,1991746.4976299999,0.05068638954237465
1279,2017-07-12,97289615.0854,0.011129,1527502.59931,0.05338306098582334
1280,2017-07-13,117118002.35200001,0.013397,2640980.6724099996,0.036320869520640536
1281,2017-07-14,103933757.265,0.011889,1900779.6377599998,0.03140442283258241
1282,2017-07-15,93967439.0676,0.010749,1084103.88274,0.03157212522255912
1283,2017-07-16,86468881.1628,0.009891,1092461.95194,0.03622034329488351
1284,2017-07-17,80978004.1433,0.009263,698551.185639,0.02784856172119488
1285,2017-07-18,95238110.894,0.010894,1606633.43879,0.04634591957132452
1286,2017-07-19,99103133.2087,0.011336,940283.587648,0.04000110840800866
1287,2017-07-20,91891366.4,0.010511,1884528.33953,0.0442832496477024
1288,2017-07-21,104337032.63700001,0.011935,1586700.71,0.028711883349913155
1289,2017-07-22,103685914.168,0.011859999999999999,1021549.89077,0.03711915714142984
1290,2017-07-23,129324158.064,0.014793,5625896.25007,0.0379843197221529
1291,2017-07-24,172630133.135,0.019747,5667614.14982,0.03361932672449939
1292,2017-07-25,191703462.817,0.021928,5635311.56979,0.029413603473907767
1293,2017-07-26,152296173.496,0.017421000000000002,3147696.10747,0.025193616401263014
1294,2017-07-27,151995577.553,0.017386000000000002,1815717.00443,0.034088946318491554
1295,2017-07-28,145367151.03,0.016628,3054849.96781,0.039443738592732425
1296,2017-07-29,131447786.064,0.015036,2215786.86917,0.038663196909866984
1297,2017-07-30,154720405.522,0.017698,2001435.5801400002,0.04459290197324761
1298,2017-07-31,140487170.26299998,0.016069999999999997,1499176.08647,0.06279531700066726
1299,2017-08-01,144233414.919,0.016498,2577698.93962,0.10583211154781705
1300,2017-08-02,166890516.51,0.01909,2538254.38432,0.08185960467389182
1301,2017-08-03,163423231.05200002,0.018693,3639560.2038,0.2557389118448353
1302,2017-08-04,167034661.24899998,0.019107,2135993.02767,0.1987420403628683
1303,2017-08-05,162007392.847,0.018532,3126976.00213,0.329825615985316
1304,2017-08-06,174567161.039,0.019968,2552928.50615,0.1604124087549845
1305,2017-08-07,166499835.15399998,0.019045,4418934.74918,0.2129871297735154
1306,2017-08-08,161034827.684,0.01842,4329958.96686,0.26831330572838
1307,2017-08-09,169290866.401,0.019365,1612127.70989,0.24928391358526603
1308,2017-08-10,155205260.165,0.017753,3480896.73014,0.36053191734561624
1309,2017-08-11,134935081.26,0.015434999999999999,2572893.60063,0.31524756815115185
1310,2017-08-12,149524520.473,0.017103999999999998,2585428.3406599998,0.3206561172010837
1311,2017-08-13,131071656.881,0.014993000000000001,1880802.48956,0.3756028348522458
1312,2017-08-14,120095394.985,0.013737000000000001,2405283.26072,0.2562622830732741
1313,2017-08-15,103296339.83299999,0.011816,2860588.80567,0.2574835990764889
1314,2017-08-16,126075720.366,0.014421000000000002,1821693.6082,0.39593053810314277
1315,2017-08-17,120426400.515,0.013775,3544002.04602,0.2834349301469606
1316,2017-08-18,114300390.655,0.013075,1180984.79565,0.36192893340029253
1317,2017-08-19,109220603.479,0.012493,3202365.64623,0.6459872667280384
1318,2017-08-20,104437672.46700001,0.011946,2110741.8136,0.7449461833227536
1319,2017-08-21,133998253.13200001,0.015328,4043788.1801400003,0.624774806135081
1320,2017-08-22,118179557.57100001,0.013518,1737792.0971400002,0.4488812128128343
1321,2017-08-23,116119798.88700001,0.013283000000000001,1242744.40365,0.48678603422585587
1322,2017-08-24,114660806.543,0.013116,1458217.8201899999,0.25581901246929933
1323,2017-08-25,116119135.813,0.013281999999999999,1342020.5545299998,0.45473465407962704
1324,2017-08-26,111872934.82100001,0.012797,1462800.14438,0.05845014527282929
1325,2017-08-27,115283252.47700001,0.013187,1207525.40916,0.04260871938227147
1326,2017-08-28,119043267.64899999,0.013616999999999999,3308482.99757,0.06265900803928791
1327,2017-08-29,139446031.429,0.015951,3732169.9357800004,0.04950283601676427
1328,2017-08-30,149311059.218,0.017079,6602050.79534,0.05268648007416196
1329,2017-08-31,185559200.122,0.021225,3501201.7725199996,0.18216845392386694
1330,2017-09-01,166488800.049,0.019044,5841662.0667,0.5193391565019743
1331,2017-09-02,214764157.686,0.024566,5857381.46145,0.6525871924185647
1332,2017-09-03,191096167.938,0.021859,7334669.45755,0.08745834278023056
1333,2017-09-04,219857787.404,0.025149,9166857.51227,0.03985155607708655
1334,2017-09-05,168105642.901,0.019229,2861829.94416,0.06071816571492555
1335,2017-09-06,173682353.36400002,0.019867,2033692.44852,0.09213113292489665
1336,2017-09-07,169082995.535,0.019341,8152146.604830001,0.04692627960521321
1337,2017-09-08,158422248.206,0.018121,1973511.7187400002,0.05391744218325643
1338,2017-09-09,143609001.292,0.016427,902366.974117,0.05469230680480305
1339,2017-09-10,141589540.738,0.016196000000000002,3212098.50589,0.02480258693506115
1340,2017-09-11,133458483.979,0.015266,3527463.09006,0.054713664092509405
1341,2017-09-12,153253594.506,0.01753,4587851.36247,0.06473028510016694
1342,2017-09-13,141433139.65399998,0.016178,1553120.9531100001,0.046752555832446814
1343,2017-09-14,128807204.06,0.014734,2431589.68303,0.060538521209183675
