,date,marketcap,price,txVol,meanFee
1001,2017-07-06,50931761.835,0.0037979999999999997,648624.918496,0.20483551192842941
1002,2017-07-07,63058671.2266,0.004703,433213.360541,0.21440604155672824
1003,2017-07-08,45966264.3927,0.003428,233488.444308,0.3286167819148936
1004,2017-07-09,52298804.5193,0.0039,243717.31180999998,0.26751844767899297
1005,2017-07-10,49043739.986,0.003658,477119.103039,0.2908938453125
1006,2017-07-11,36115566.3131,0.002693,276764.07484200003,0.1341178570474282
1007,2017-07-12,32791708.921,0.002445,188982.926023,0.19682144996642043
1008,2017-07-13,38054357.0956,0.002838,199003.100669,0.18372768919968918
1009,2017-07-14,35462933.5287,0.0026449999999999998,119829.688945,0.20746132125205932
1010,2017-07-15,31524025.2896,0.0023510000000000002,102714.03105800001,0.17423592086956521
1011,2017-07-16,28472188.1862,0.002123,88039.9367206,0.664875175883953
1012,2017-07-17,26802239.7172,0.001999,122714.839905,0.32875925224416513
1013,2017-07-18,32485545.0917,0.0024230000000000002,140070.70769500002,0.5340189309484193
1014,2017-07-19,37044106.9796,0.002763,316656.577088,0.15997583810463967
1015,2017-07-20,34181583.483,0.002549,133953.156849,0.1414385394112061
1016,2017-07-21,44055242.235,0.003285,164120.90009500002,0.13275690600522194
1017,2017-07-22,40773561.9658,0.003041,125069.572833,0.290104023023023
1018,2017-07-23,46305112.2964,0.003453,243489.783861,0.42889117677286737
1019,2017-07-24,45344152.5405,0.003382,198595.531789,0.3029997835153922
1020,2017-07-25,46221341.7635,0.003447,169223.931099,0.2502283350151362
1021,2017-07-26,39130921.1752,0.002918,209015.474904,0.15682741501294217
1022,2017-07-27,38258909.8841,0.002853,136988.946555,0.31759108310749773
1023,2017-07-28,39631808.4059,0.002955,311013.467465,0.1689107959390863
1024,2017-07-29,38042413.3018,0.002837,161116.577228,0.30064673214285714
1025,2017-07-30,39729309.8468,0.002963,175876.396146,0.3698005483234714
1026,2017-07-31,39331539.6767,0.002933,1402631.2796399998,0.29363483710801397
1027,2017-08-01,40683806.176,0.003034,282459.41880100005,0.2851078089068826
1028,2017-08-02,40978657.4496,0.0030559999999999997,332856.02148,0.22305502609992542
1029,2017-08-03,39876294.2695,0.0029739999999999996,467841.77423100005,0.3479115359801489
1030,2017-08-04,39990158.3794,0.002982,263368.047554,0.2961283382226057
1031,2017-08-05,40960195.4041,0.003055,161083.160473,0.1483683613369467
1032,2017-08-06,45406366.9157,0.003386,173382.54168599998,0.24003256010016696
1033,2017-08-07,44917581.8331,0.00335,495268.884388,0.13827557788539144
1034,2017-08-08,45033978.7154,0.003358,444137.486812,0.16180375811437403
1035,2017-08-09,44471959.6462,0.0033159999999999995,321890.61615,0.21883332542927228
1036,2017-08-10,42142724.208000004,0.003143,637024.104572,0.20032470693686674
1037,2017-08-11,34817104.4869,0.0025960000000000002,298768.82255,0.24575805229681977
1038,2017-08-12,31830420.4754,0.002374,311168.015187,0.15450562845188284
1039,2017-08-13,37874140.7816,0.0028239999999999997,286592.07782,0.13420569005847954
1040,2017-08-14,31598206.7551,0.002356,327671.217878,0.1516748645200486
1041,2017-08-15,26109041.3355,0.001947,218746.125383,0.25495567852906287
1042,2017-08-16,35643515.7916,0.0026579999999999998,166982.627825,0.16862345338345866
1043,2017-08-17,33551712.4843,0.002502,145643.341407,0.23734053916725475
1044,2017-08-18,33279234.2481,0.002482,251945.087504,0.25280494025522043
1045,2017-08-19,27546294.6369,0.002054,129293.13213900001,0.3048125232035928
1046,2017-08-20,27797311.1416,0.002073,84788.0443673,0.23370124619085805
1047,2017-08-21,28292875.0221,0.0021100000000000003,154973.432567,0.14179802290076338
1048,2017-08-22,27376637.5069,0.002042,67123.86673,0.4895098735144312
1049,2017-08-23,27939593.6361,0.002084,205731.507357,0.40162757998483706
1050,2017-08-24,30540647.9915,0.002278,215604.466437,0.5951270491452991
1051,2017-08-25,31356836.0629,0.002338,144273.984172,0.7865598554687501
1052,2017-08-26,30447904.6535,0.002271,809650.8998850001,0.972907254529767
1053,2017-08-27,33186072.4837,0.002475,382059.828689,0.5047549160545646
1054,2017-08-28,41403379.7362,0.003088,758882.213358,0.3482889642497482
1055,2017-08-29,48266688.0424,0.003599,1133930.62869,0.13641577670454547
1056,2017-08-30,47430142.546000004,0.0035369999999999998,319200.890762,0.5429890887918486
1057,2017-08-31,68718387.3925,0.005125,1915956.2868400002,0.2891873789388635
1058,2017-09-01,85763270.3272,0.006396,1303390.70848,0.3381561921994371
1059,2017-09-02,71301634.2206,0.0053170000000000005,573903.7724949999,0.3970204049499737
1060,2017-09-03,66158638.2693,0.004934,1043212.6977700001,0.20889101474326385
1061,2017-09-04,76784746.1198,0.005726,2393155.63026,0.3221947876830319
