,date,marketcap,price,txVol,meanFee
1273,2017-07-06,26058110.6212,0.7026789999999999,252433.034235,0.0029195526569343066
1274,2017-07-07,22816899.859,0.6152770000000001,701644.500293,0.0018980452832861189
1275,2017-07-08,17555725.7286,0.473405,521600.273601,0.001983139071618037
1276,2017-07-09,18309197.5615,0.49372299999999997,304975.238404,0.0022181767052980132
1277,2017-07-10,17270142.0115,0.465704,603806.018861,0.0028722200973236005
1278,2017-07-11,13094119.3141,0.353094,732563.8752189999,0.0026718213129102845
1279,2017-07-12,12066189.1713,0.325375,412767.92935,0.0023223402901785713
1280,2017-07-13,16210134.8962,0.43712,339729.95045500004,0.0029304990308370044
1281,2017-07-14,15008948.2509,0.404729,165054.719779,0.001966644957555178
1282,2017-07-15,13757216.8076,0.370975,175223.79082999998,0.002116156563517915
1283,2017-07-16,12324478.7331,0.33234,198576.29746600002,0.002306537866449511
1284,2017-07-17,12169060.1799,0.32814899999999997,156791.74819100002,0.0022634778680981596
1285,2017-07-18,14257331.4291,0.384461,144308.46091,0.002030501207482993
1286,2017-07-19,16958748.3231,0.45730699999999996,828465.2858770001,0.002703421230068337
1287,2017-07-20,18674177.4641,0.5035649999999999,608151.724227,0.00203680758382643
1288,2017-07-21,20333350.2305,0.5483060000000001,514986.20100600005,0.002609737317380353
1289,2017-07-22,20240566.2395,0.545804,508821.96620900003,0.0021615063601532567
1290,2017-07-23,23193116.7536,0.625422,573615.371989,0.0020026389112903224
1291,2017-07-24,22220256.5014,0.599188,316686.122345,0.001700862019230769
1292,2017-07-25,21698411.0168,0.585116,515914.55939899996,0.0025813664047936082
1293,2017-07-26,17807822.9133,0.480203,363467.765673,0.0023591876508972267
1294,2017-07-27,18688980.7756,0.491388,255040.70994699997,0.0023464672786885246
1295,2017-07-28,19697672.6051,0.517383,261273.50675,0.002924265967213115
1296,2017-07-29,17938871.0959,0.470844,102879.42211799999,0.0021860885688729874
1297,2017-07-30,17504632.0072,0.45909099999999997,280469.173974,0.00251045154296875
1298,2017-07-31,17374957.2035,0.455333,230843.726706,0.002404994596375618
1299,2017-08-01,17122413.8679,0.44839799999999996,316967.571694,0.0028672339078498294
1300,2017-08-02,18515115.3686,0.48449799999999993,325116.74666199996,0.0025287472626582277
1301,2017-08-03,19609099.7475,0.512742,438837.391576,0.003011966002928258
1302,2017-08-04,19623705.9296,0.512709,275557.246013,0.004437314118518518
1303,2017-08-05,20016270.3786,0.522588,395252.295073,0.002326933301282051
1304,2017-08-06,21014291.0227,0.548248,398377.62336599996,0.0035938307671232878
1305,2017-08-07,20450094.0956,0.53313,354972.30299,0.0020229223834886817
1306,2017-08-08,20581629.1218,0.5361739999999999,365699.684961,0.0013301156416464892
1307,2017-08-09,20883001.399,0.543642,195723.900891,0.0018495591482649842
1308,2017-08-10,20127636.8824,0.523575,292181.90594,0.004277084417266187
1309,2017-08-11,20209230.1307,0.525278,452656.46446899994,0.0029422874274406333
1310,2017-08-12,19879452.4007,0.516336,668173.922382,0.002438064321475626
1311,2017-08-13,19505764.6945,0.506256,508777.31843100005,0.003140871584158416
1312,2017-08-14,17083060.48,0.443076,293421.65557199996,0.0023168197297297297
1313,2017-08-15,14952788.0003,0.387523,284726.656253,0.0019520666815476188
1314,2017-08-16,16846944.2259,0.43628599999999995,204623.40098,0.0019150591652470187
1315,2017-08-17,16939986.7789,0.43837200000000004,202256.209787,0.001777308763866878
1316,2017-08-18,16561330.9056,0.428249,360565.188357,0.0032254214393939392
1317,2017-08-19,18451910.9548,0.476764,412555.468804,0.002316852002567394
1318,2017-08-20,18329040.8493,0.473231,471711.906149,0.002660200269461078
1319,2017-08-21,19451508.1064,0.501841,439992.490221,0.002217789644670051
1320,2017-08-22,20352576.9743,0.52472,405261.353039,0.002330001859375
1321,2017-08-23,19659761.3368,0.506441,610142.951891,0.0030023869778296386
1322,2017-08-24,25462914.6657,0.654529,2779900.65583,0.00244596698919892
1323,2017-08-25,43545935.7963,1.12,2627621.49676,0.0032316741630196936
1324,2017-08-26,37033994.4648,0.9518790000000001,1362355.7287899998,0.0024571229856387
1325,2017-08-27,36073527.8721,0.926535,758156.466969,0.002765805470171891
1326,2017-08-28,33253532.3333,0.85346,570138.489769,0.0022731522942386834
1327,2017-08-29,31614833.7467,0.8108529999999999,596326.066218,0.0019276073107344634
1328,2017-08-30,28071213.8555,0.7194149999999999,712499.2425619999,0.0022602110667996013
1329,2017-08-31,31432893.7245,0.804951,816547.9779770001,0.002581528638888889
1330,2017-09-01,38317674.4679,0.9805709999999999,830957.388721,0.002775145149700599
1331,2017-09-02,38818190.2291,0.992606,512054.724711,0.00176357645026178
1332,2017-09-03,34009940.092,0.8689959999999999,553340.1977189999,0.0020273705635648754
1333,2017-09-04,34338557.5775,0.876828,1203480.6216799999,0.0019211516008537887
1334,2017-09-05,28996522.3433,0.739811,1323992.9704,0.0019383119822485207
1335,2017-09-06,34373183.9668,0.876317,1621471.1831200002,0.002291590545625588
1336,2017-09-07,39110533.0633,0.996401,1876133.5386299998,0.002003188208502024
1337,2017-09-08,37475440.4976,0.9540190000000001,2329583.76786,0.002175438318584071
1338,2017-09-09,32652400.1348,0.8306100000000001,6202622.05761,0.002639831524390244
1339,2017-09-10,33816019.8193,0.8595879999999999,2140855.62972,0.0021006868513119533
1340,2017-09-11,32960236.4765,0.8372139999999999,23286357.7081,0.002138936108786611
1341,2017-09-12,32051477.7517,0.8135760000000001,3959302.0784199997,0.001681066422250316
1342,2017-09-13,30916694.8798,0.7842100000000001,4919452.26066,0.0016636157172342622
