,LTC,,,,,ETH,,,,,ETC,,,,,DASH,,,,,BTC,,,,
date,marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD)
2017-02-21,187748166.54,3.76,4110740,17.14703246,4594382.61799,1099381644.64,12.34,15183300,54.8654796653,53035266.8539,108931644.339,1.22,1034130,9.09298814434,2144887.35435,153661575.642,21.6,4093200,4.43842415,3992565.42238,17458784046.5,1079.28,186868992,165.81707207,1139111677.58
2017-02-22,188892274.992,3.79,4547610,22.68901744,9053033.26077,1131072221.81,12.69,10360900,50.9543476139,38193946.4583,110698188.992,1.24,1014370,11.5525224265,3847324.20904,151187645.099,21.24,2625710,3.3931907,8379594.2003,18035275647.3,1114.8,136100000,182.03570523,1326259304.19
2017-02-23,189828447.812,3.8,4096480,23.32825792,2532147.83286,1123419804.01,12.6,14522300,43.352493042,35239775.0169,108078159.074,1.21,1254060,11.5706801743,2399025.23812,157282252.229,22.09,4664780,4.02356596,6833014.72644,18077344804.8,1117.27,189454000,211.65472424,1517124309.9
2017-02-24,191071878.621,3.83,6921090,18.07410776,15069961.0239,1171067176.32,13.13,19574400,41.3392381378,77204192.7696,109537294.215,1.23,2141280,11.5107751946,4011086.94011,178416267.24,25.05,10322700,5.7835895,9443164.55858,18976719339.1,1172.71,330759008,226.7099144,1541360655.27
2017-02-25,192093843.094,3.85,3581200,21.54126656,4090299.8355,1165194870.7,13.06,18533900,44.6624223243,45962018.5611,108051168,1.21,1337270,11.3491566353,2365000.97762,186851830.981,26.23,7377240,4.15837961,11891468.7349,18941915440,1170.41,139960992,191.30417997,1000351567.09
2017-02-26,190686458.789,3.82,2688250,25.74942919,5052110.86741,1206781786.15,13.52,20307500,39.379004378,56142300.0791,107810143.32,1.21,1486190,10.9772058082,3046998.10527,190024949.249,26.67,4656680,4.32632005,16068719.7169,18521468894.2,1144.27,116486000,161.17260121,801561078.954
2017-02-27,190550648.937,3.81,3766590,21.59185004,7499037.95063,1295306796.42,14.51,31667000,45.0273860007,153076979.843,111919410.569,1.25,1284690,11.0435259686,2059872.49382,200275922.438,28.1,4064580,4.1123857,7175931.90179,18839342794.2,1163.78,131570000,195.38746144,1303142926.14
2017-02-28,190019799.31,3.8,4045440,15.0158771,5100330.13587,1379781965.84,15.45,65478900,50.9626914234,190834812.128,110448160,1.24,1444190,10.9937767977,3103663.02569,201339695.523,28.24,10042800,7.13404899,9561236.34666,19115827282.3,1180.72,184956000,227.3714723,1404328598.67
2017-03-01,188466096.787,3.77,4405000,9.7393753,7673742.58573,1416224326.24,15.85,44927500,54.9429716489,197249064.125,110746393.743,1.24,4561930,11.0674854257,3609975.76501,232646875.19,32.62,31700200,9.52814172,33050447.4152,19106956332,1180.04,229056992,229.59036693,1500757118.11
2017-03-02,190281801.02,3.8,9439480,18.111934,11218044.8935,1551737646.73,17.36,83627104,54.862694243,327264261.18,125411260.882,1.4,3776100,10.7719353377,4762833.61338,303003522.924,42.47,72796200,11.16552716,49172202.5946,19832161750.5,1224.68,368275008,252.22663973,2110396449.93
2017-03-03,196175905,3.92,7515680,10.93888627,7510110.94539,1702396929.55,19.04,95863400,46.4031228022,335697814.652,122403063.854,1.37,4159960,10.1442736569,6887377.32861,314265968.295,44.04,33651400,9.02768457,22410382.8021,20256030144,1250.71,315739008,259.68606189,1981093233.67
2017-03-04,195885240.812,3.91,3361400,10.30934905,2841956.91533,1745909457.58,19.52,27341900,42.5194205193,218270047.825,129009388.531,1.44,2412650,11.0823248101,5448174.45482,336695981.512,47.17,14949600,6.4169054,12266597.8792,20690853068,1277.43,183270000,220.29548015,1430296539.61
2017-03-05,193310465.738,3.86,2836910,10.75790185,1827308.69536,1655556973.11,18.5,26816300,43.4387034902,173760226.901,127738696.8,1.43,1580650,10.6125340985,3914785.51514,308332517.433,43.14,12260100,5.5611007,10391182.4946,20318400496.2,1254.29,134127000,216.69618574,1124228169.18
2017-03-06,193856392.446,3.87,4393810,11.06479444,2408973.71166,1725375944.33,19.28,32432700,41.3516920185,308046344.577,125253761.818,1.4,1172880,8.94161364158,3029803.13358,301813178.346,42.22,12933400,9.09784249,11566266.4032,20534154723,1267.47,153656992,238.98093612,1763030060.32
2017-03-07,194915210.657,3.89,5619560,10.6717926,1919315.41249,1753085872.78,19.58,37972200,43.8027086159,216436651.814,128343462.38,1.43,2220840,11.1167344005,7402303.83301,333051929.648,46.57,9034640,4.53902348,11925722.692,20629566988,1273.21,291256000,269.77191295,1796261669.14
2017-03-08,190687315.929,3.81,4594400,10.50284868,7697241.69723,1691261135.76,18.88,44304600,40.3174840909,226583650.559,122323846.326,1.37,1960780,11.1289354395,4260728.47446,325799127.584,45.55,7640390,3.64068364,12653641.3139,19821936956,1223.23,332603008,233.7307623,1661530950.92
2017-03-09,188859136.68,3.77,3092100,10.67284645,5843146.40524,1491393631.55,16.64,31418400,49.7685971018,256176712.659,115979780.795,1.29,1248670,10.6910178305,4800902.27828,302204270.778,42.24,21013500,5.2881701,20830093.4087,18643074802.8,1150.35,212283008,236.67178552,1442769674.35
2017-03-10,192108743.264,3.83,7090150,12.15620242,2490743.22895,1590301652.99,17.74,87506800,55.5727564282,254835887.263,118900091.962,1.33,4351910,12.3094392717,3605654.87724,365668499.789,51.09,24723800,6.63082559,16589141.1611,19277563156,1189.36,563795968,257.91797636,1666426101.99
2017-03-11,188441389.368,3.76,3463740,13.0131622,3809497.0871,1737023415.39,19.37,69150096,47.9614290612,327341625.337,116876099.638,1.3,1985600,27.8044980448,2162381.19677,360805399.72,50.4,55127200,8.77476704,28706050.1202,18095798372.2,1116.32,283320000,217.66771727,1324536667.02
2017-03-12,190225411.922,3.79,3373750,12.2361317,4291528.44059,1924694903.57,21.46,74628896,48.529026723,534288589.446,124965738.725,1.39,3137590,11.3331576684,5027762.4337,520643653.701,72.71,46099200,8.45454844,26673304.5644,19075539933,1176.62,227176000,190.62879952,1019945609.29
2017-03-13,193190130.504,3.85,22439100,15.42365157,7979239.68494,2108821517.93,23.5,255488000,76.362749611,490119755.966,127212310.194,1.42,9504840,10.4306913292,13189216.6791,551293402.148,76.96,36706700,7.86745364,27303621.1651,19809925036.8,1221.78,380276992,220.75092528,1744499166.17
2017-03-14,209031152.209,4.17,7928910,12.11842304,14875027.4389,2564833106.21,28.57,101797000,74.8226057744,242053345.995,148495984,1.65,9565220,10.2734173767,6813152.22402,534584129.376,74.61,37180000,6.84339672,29692904.5262,19980628933.9,1232.16,245306000,256.53171308,2150107336.47
2017-03-15,203360954.062,4.05,6571900,12.30016076,10937725.7489,2572198894.2,28.65,170344000,64.3079895312,251831227.577,149101320.811,1.66,5906800,44.2547962979,8367268.44812,638274546.77,89.06,68173104,10.52994351,97698591.5141,20112573835.8,1240.16,297804992,236.25501962,1780038472.37
2017-03-16,208263122.358,4.15,12755200,15.42999812,22125568.0827,3175819112.64,35.36,454417984,85.3988859834,1199556335.75,162770522.117,1.81,19379700,13.9717579374,15893873.7191,684056125.635,95.42,54538700,9.88113936,76052342.4941,20296118367.2,1251.33,638568000,264.55158129,2922701984.21
2017-03-17,212228434.131,4.23,11109600,18.90957453,21726545.7575,4126810999.22,45.93,497534016,88.9662025976,831838273.178,187246627.832,2.09,20132500,13.8394178205,25537095.4898,642219455.123,89.56,44263600,6.96251431,56394350.2318,19144024448.5,1180.16,706598976,244.58901754,2472268117.35
2017-03-18,202875203.416,4.04,12199700,17.52539256,6752294.38747,4212949623.48,46.87,262180000,60.5198445644,1159776011.03,171376819.541,1.91,9267590,10.4133164589,13636424.3439,724758510.398,101.04,74763696,8.27680802,80507193.6724,17840811565.8,1099.69,621302016,217.05770532,1715950710.85
2017-03-19,198853053,3.96,6013050,16.23898834,3393353.64776,3194735540.08,35.53,239430000,57.0035103527,203759633.438,153848216.391,1.71,6790520,10.9620542906,10384665.1848,771638145.309,107.55,44670100,6.48829119,41120865.4146,15847981451.5,976.73,406648000,211.62793576,1200220970.38
2017-03-20,198743851.079,3.95,4068240,13.53704792,6885468.67085,4032388345.54,44.83,154700992,56.9492118389,329262193.228,173617749.338,1.93,6100770,10.6288592126,8175005.32253,776266313.474,108.16,25082500,4.71616771,44191274.3309,16831565236.6,1037.24,286529984,241.15787713,1516834297.73
2017-03-21,203129686.763,4.04,4970080,12.15125244,5767619.1936,3914543476.18,43.51,91265400,64.2187189342,595027468.115,175048953.765,1.95,21455000,11.1400959387,10830121.0919,717215420.774,99.91,40860300,5.65205584,36999490.2813,17127490208,1055.36,337391008,248.6366135,1811191248.81
2017-03-22,200534480.414,3.99,5949960,11.57588541,6904651.07524,3881441398.29,43.12,113952000,60.1964704441,518982513.081,218694668.175,2.43,18969200,13.0651779629,19175034.026,687047226.947,95.68,46138100,4.76058188,113525997.906,18189311613.9,1120.65,380840992,265.84522812,2138432399.63
2017-03-23,197757940.666,3.93,3354160,11.74417232,3077379.25577,3832921648.01,42.57,100724000,60.9990820376,519238135.09,215088749.258,2.39,7279450,12.6144232168,5267921.55413,727329679.089,101.26,15500100,3.78748093,22111937.6983,17045342994,1050.05,248540000,235.99807634,1803506142.61
2017-03-24,200019759.787,3.97,12524300,12.62522133,11022309.2422,3930567355.66,43.64,297046016,73.2890178984,739574555.396,206424177.531,2.29,12123700,20.0848113984,14259310.7692,729711010.245,101.57,33033000,4.58372475,65059675.426,16859326094.9,1038.45,491038016,231.55050182,3241366145.78
2017-03-25,204947911,4.07,7904680,12.86942215,6214951.75839,4827735418.28,53.58,223059008,58.0924530095,686039725.098,218055554.123,2.42,7542960,11.1208504236,8326615.47408,696920246.232,96.98,23040200,4.9223048,33596160.6461,15206361452,936.54,435803008,182.00765156,2532859868.58
2017-03-26,205012256.618,4.07,3911060,12.52661505,4016263.40831,4576272797.22,50.77,106859000,58.1047285761,514122877.348,205499177.455,2.28,4810060,10.9787155294,4414279.19614,677955888.955,94.31,20996100,4.65957123,41425303.3008,15817009471.7,974.02,303668000,154.65177428,1100822531
2017-03-27,204790922.201,4.07,5162690,10.44000942,5374082.01257,4626100379.28,51.31,118978000,77.7392460667,592432509.671,213134084.094,2.36,7221650,12.9367304845,10486779.7659,673225207.234,93.63,45830500,6.60871495,30543123.2848,15786553724,972.05,372535008,194.84378734,1535714568.95
2017-03-28,204868153.981,4.07,4297870,10.06862169,2730228.73108,4484076492.75,49.71,97745296,63.8820732427,581251513.011,192704054.907,2.14,7125770,11.4767722879,9126793.14002,606168374.989,84.28,24886900,4.39855578,24581777.8404,16966498727.2,1044.58,326332000,233.22176362,1651520547.43
2017-03-29,208461782.621,4.14,8479960,11.63522614,5804188.84869,4562459140.94,50.57,144998000,69.3249844145,704154538.997,204458321.296,2.27,5549740,11.4996751756,5857086.62023,631798368.026,87.82,18209000,3.96274589,30141297.5086,16992666833.1,1046.08,298457984,212.93579722,1414893660.65
2017-03-30,210760230.937,4.18,191251008,37.31805871,65982297.7049,4794124856.44,53.12,86885696,71.1051321568,958276470.183,210233270.311,2.33,19426400,11.3984492349,11760562.1536,607490073.885,84.42,26036700,5.80231073,17473764.1327,16931952102,1042.21,352968992,203.40448684,1514467234.05
2017-03-31,353870501.154,7.02,98922600,25.95365106,79981023.0523,4672222188.31,51.75,151416000,77.4006765275,845828233.882,252511861.767,2.8,24881200,13.3837462091,20995612.0276,572330770.243,79.51,37471500,6.12609223,26896769.1087,16680730709.9,1026.64,447287008,217.27700693,1943966335.35
2017-04-01,335639246.555,6.65,57711700,17.80000476,38506344.4418,4518674012.59,50.03,92461904,57.2228813586,507445642.724,254189913.022,2.82,6321790,12.3400309032,18935109.8287,534960011.914,74.3,17542100,4.45110032,22242469.8372,17414764505.5,1071.71,289633984,190.64263242,1263463525.56
2017-04-02,346363939.264,6.86,88560400,21.41741679,56499480.4907,4584268368.47,50.74,134604000,66.2670821195,813276287.582,248806792.708,2.75,10883300,11.4993970152,14025886.8995,491609708.899,68.26,26723500,6.60287311,17096173.6883,17561533415,1080.61,514187008,180.73640574,1250032692.09
2017-04-03,390718955.866,7.74,114179000,22.27511184,57747134.2505,4412079101.64,48.82,190512992,74.7844575548,889181570.422,239614391.25,2.65,9722960,11.6099681547,9509870.02086,408720485.254,56.73,42403200,6.70474247,25206183.2685,17927031650.7,1102.95,580444032,221.03918997,1743057242.59
2017-04-04,409973596.931,8.12,129208000,18.1739425,78846461.3241,3971101174.74,43.92,157568000,64.979850018,398440104.915,235397908.989,2.6,6273250,11.06967664,4820877.23692,456991749.689,63.42,33869600,5.97914018,24553032.3767,18620713980.5,1145.52,436310016,200.30284512,1761197009.27
2017-04-05,416843212.128,8.25,217834000,33.49510115,160912674.777,4039588477.09,44.66,119733000,68.3126860486,577710544.315,242037875.783,2.68,5603160,11.6843125886,5985308.63731,498589051.818,69.12,31084000,4.51858219,21627928.7195,18438025869,1134.14,414784000,236.29861443,1685982555.12
2017-04-06,561921533.44,11.12,194300000,29.92908138,85245671.4151,4091466653.7,45.22,147120000,73.3886228889,837963501.068,248300256.157,2.75,10892200,11.4671022277,12248392.0741,537156760.071,74.45,21464900,3.84455466,16997928.7785,18304699025.8,1125.81,511222016,221.71976913,1599523041.08
2017-04-07,516587493.234,10.22,94765600,20.87311468,39979879.0852,3880226180.79,42.87,81474704,72.4189877162,252789369.908,241684451.725,2.67,5287300,25.2019257541,13386194.6766,479725444.25,66.47,13046400,2.75276828,8085772.28387,19170920181,1178.94,317022016,225.14679282,1560484927.99
2017-04-08,471964621.45,9.34,58489100,19.41240416,33383301.2976,3784189923.85,41.8,74138800,52.3271242527,302543057.867,244842360.654,2.71,6855690,11.6239579225,12353773.6147,477089202.232,66.08,10316300,5.19742238,8751703.84889,19070660368.5,1172.65,209312000,171.61302076,1004254673.43
2017-04-09,500079063.683,9.89,90963296,20.56086002,30153970.7352,4010029783.33,44.28,55143000,56.8056788093,316554483.902,246603981.273,2.72,6335860,12.4699284245,8599750.92179,489571204.08,67.8,8535590,5.79366774,6941687.96944,19136719268.9,1176.57,242343008,168.05979031,1063718454.49
2017-04-10,440896485.291,8.72,74425696,12.24285632,19467080.451,3920609333.31,43.28,44061500,63.0386079242,397159576.263,239308406.954,2.64,5163570,12.3930239056,8116296.11559,467602859.071,64.73,12222700,4.44403347,11116876.646,19313407792.5,1187.3,215883008,197.26586623,1595243598.01
2017-04-11,450970980.62,8.91,50700000,13.55654669,16694410.9651,3942042240.46,43.5,38303300,58.9152721743,382248293.8,235094761.732,2.6,3092580,11.2617306904,5045201.4079,442923172.28,61.3,12016500,5.60811759,9144202.45363,19318519561.7,1187.46,216182000,226.34667638,1680423675.46
2017-04-12,446675445.492,8.83,159255008,18.86015687,56845729.929,3939756494.26,43.46,88045696,80.6889592572,362321047.314,230032020.977,2.54,4452230,12.2456521289,4275619.09196,438775206.696,60.71,21914300,5.38592444,18402596.6946,19602921346,1204.81,288702016,212.1552116,1780321606.26
2017-04-13,544657359.354,10.76,64187400,13.88347919,30207406.6754,4199713413.42,46.31,157200000,61.6584633202,298680449.649,237871517,2.62,5216010,12.0863989938,4733793.8487,492323841.327,68.1,29296100,6.65250943,27822195.5867,19543177593,1201.02,351968992,216.66765492,1679416262.26
2017-04-14,512938196.086,10.13,61137000,16.74209291,25606570.6133,4533623533.35,49.97,91674400,62.896440048,383201927.399,238831752.477,2.63,6137310,11.2314087609,6493599.75174,525087983.194,72.61,15477900,5.61301009,48481946.7109,19045804129.3,1170.33,254827008,235.48446532,1865737863.43
2017-04-15,523947711.448,10.34,47922000,13.9004595,19818392.8643,4324326288.16,47.65,66207800,57.8052513622,189290668.604,239303207.821,2.64,3488550,11.0691392735,7310172.95077,512210767.596,70.81,17237300,5.98048598,10848768.9002,18998696982.4,1167.3,203559008,201.55356574,1295916413.15
2017-04-16,544890217.484,10.75,24321400,17.54585445,10659995.8928,4451692881.93,49.04,31343800,55.1176954203,95990392.0332,242656586.114,2.68,3454270,11.0671283395,3762982.14296,543146200.946,75.07,11539500,5.53924259,12102480.1982,19087261292.3,1172.61,183231008,158.85627688,1164945545.15
2017-04-17,537320781.152,10.6,104055000,17.72749909,47151177.8521,4419246838.82,48.66,44013300,60.4732972431,132400158.488,238268234.87,2.63,3539730,11.0105866622,7452661.29461,545121363.32,75.32,10470900,6.67491346,20583127.9351,19262495924.1,1183.25,253206000,180.72834518,1708462800.96
2017-04-18,528312481.364,10.42,83183296,18.72312629,32885537.2395,4389208492.36,48.32,78748496,73.744781758,447928884.429,237208894.574,2.62,12008300,11.6901526163,72039674.4524,547524785.863,75.63,14595000,6.6039628,15617868.8873,19435903072.2,1193.77,270524000,220.20687325,2033112964.53
2017-04-19,522826298.807,10.31,55784900,16.64292673,22212173.1352,4609404601.71,50.73,76281000,78.3964845405,518517798.61,262895241.134,2.89,18424100,11.9629003863,13524209.1056,526885191.116,72.76,11688300,4.65565068,9330454.51909,19737006123.1,1212.13,288060992,209.52935942,1596858076.95
2017-04-20,488834203.339,9.63,55828300,14.89189927,11996993.6112,4375248166.44,48.13,79600896,71.7927739585,559461579.501,286081638.201,3.15,25077400,12.8887480876,19054432.9023,522792808.902,72.18,9144880,4.31292511,9075463.44417,19722013922,1211.08,315108000,228.37557725,1811400275.31
2017-04-21,522134818.98,10.29,99012200,22.09171382,65346237.5642,4514239170.38,49.64,45048300,92.1973650957,398990644.877,298300650.013,3.28,12069800,12.6732568359,9428038.93248,517856596.669,71.48,9790840,4.43585887,6676828.58317,20023225449.2,1229.42,272167008,244.38907052,1651182472.3
2017-04-22,567762192.312,11.18,158914000,27.99605169,340742312.506,4382784282.37,48.18,37357600,74.9201440567,360267180.058,289250984.545,3.18,5842940,12.0502637472,4883008.56745,513473781.545,70.85,9913170,2.88078298,6468328.60294,19916157075,1222.71,249320000,180.34051775,1271090882.08
2017-04-23,663657401.13,13.07,198452000,38.99437638,618834239.173,4421225338.71,48.59,36234000,65.0892018179,352367852.728,293630177.531,3.23,17227400,15.7628331704,13455685.4385,515947747.476,71.18,8328060,4.94513012,6653204.13916,20068531164.5,1231.92,258951008,169.67309519,1238054401.87
2017-04-24,708911662.88,13.96,60177200,22.51866236,345504372.684,4448354981.75,48.87,55580600,72.9798244742,452038496.846,324729782.741,3.57,42912000,13.3751370235,39765022.4868,499799583.014,68.93,7918480,6.12554398,7938736.04979,19707291960,1209.63,235806000,187.96137981,1674917694.73
2017-04-25,761312981.876,14.98,56668300,20.24430063,343850599.343,4559098570.12,50.07,38264600,78.5742047341,410630349.389,368725062.273,4.05,25195800,16.5687922438,45943708.0543,523572010.331,72.19,8641860,2.72649917,21257648.2634,20374644733,1250.45,242556000,271.62738431,3017138672.85
2017-04-26,772996978.473,15.21,71308800,21.70909972,243044276.07,4545910163.3,49.91,104884000,74.7897238631,591900074.814,361292565.861,3.97,46981900,13.4670238145,55226277.5086,522615805.508,72.04,8605760,3.57670006,22259525.3587,20630256542.5,1265.99,329631008,253.84367765,2163250927.13
2017-04-27,754588585.231,14.84,76208000,28.59900412,56162598.8693,4811390795.57,52.81,246775008,87.3126909118,836271775.816,418700174.99,4.6,57485800,14.7371910142,38996517.0292,518993843.559,71.52,18560500,4.14051288,33531781.2084,20891567488,1281.88,449196992,256.44731571,2481430493.74
2017-04-28,742021527.677,14.59,41067800,22.74493447,147882045.158,5671618116.03,62.23,346545984,79.2059684068,958960427.911,451449936.818,4.95,29110500,18.1160661353,23350990.1883,566304842.691,78.02,16201200,3.5645173,30494651.7498,21478206638.5,1317.74,527488992,249.68419536,2138429459.32
2017-04-29,732558149.428,14.4,45713600,17.50013926,311480629.849,6508319867.98,71.39,165448000,70.2026857963,1041089742.27,444592281.151,4.88,36329100,12.5523586316,24218694.8765,578484859.267,79.67,39496900,5.7787074,62534328.665,21482735813.8,1317.84,422705984,256.37648122,1688899356.61
2017-04-30,798578652.177,15.7,43929100,20.64871225,37085870.5278,6250887827.27,68.54,229944992,78.9586302744,1144929896.26,495780857.08,5.44,82888200,15.007697509,61460421.4616,684201129.358,94.21,19963300,4.18001664,40538284.1907,21550892080.3,1321.87,413115008,199.30763935,1397139573.69
2017-05-01,799432485.537,15.71,66989400,21.62186765,63830224.9946,7235965941.71,79.32,376841984,105.538214141,2157965699.16,591594303.48,6.49,118589000,15.5904142652,92351216.0906,664699688.862,91.5,22978900,4.97934008,78235416.7338,21984351046.9,1348.3,713624000,227.7488656,1918429105.61
2017-05-02,810272632.443,15.92,38692100,21.52048057,65333044.8826,6995271613.14,76.65,193772992,112.73460265,1598072602.97,633711803.389,6.94,56020100,15.0893872665,50937700.7334,638782951.85,87.91,14430400,3.88469973,203544445.797,23173037468.5,1421.03,477337984,272.67966183,2210499945.15
2017-05-03,808901415.378,15.88,253440992,38.38748534,331952563.042,7051804086.22,77.25,141922000,77.3135060874,1794899714.29,596592080.024,6.54,35759200,15.0228223197,58309166.8591,626856898.519,86.24,18749400,4.81549251,111207764.156,23709461053.5,1453.78,583795968,247.34367708,2248209511.54
2017-05-04,1072114216.61,21.04,242912000,52.70789849,938712028.635,7279896283.31,79.72,366847008,92.4303399622,1906581394.15,609094215.793,6.67,61868400,15.7244779948,33115174.8748,655261280.85,90.12,26417800,4.32157412,40507114.0557,24315059384.5,1490.72,933548992,307.09568071,2984659500.99
2017-05-05,1195996423.84,23.47,218948992,68.212047,407975121.954,8835826617.59,96.73,331928000,84.3533060609,2441483543.99,701703042.55,7.68,60387300,15.24409711,60667099.6197,675946926.181,92.87,29039200,4.70907181,39499293.8414,25135537409,1540.87,946035968,261.31168454,3022035415.1
2017-05-06,1349420623.42,26.47,108083000,43.22189532,194025888.371,8672842178.32,94.91,151462000,84.3641463875,1515390556.9,689902045.213,7.55,31552400,14.4170882869,35315701.0062,722083724.163,99.18,17201700,4.5703066,17216395.9636,25398849186.8,1556.81,582529984,296.57369266,2264647108.98
2017-05-07,1438128352.08,28.2,187718000,50.49079408,458509937.351,8945672270.45,97.87,183295008,105.733505802,1985604220.38,666665522.937,7.29,36206300,17.620093279,44015554.9515,724851509.084,99.53,30297200,5.04107686,19784397.1899,25771777636,1579.47,1080029952,277.03575031,2270631161.17
2017-05-08,1549111799.1,30.37,132650000,52.58701717,220548681.84,8572131454.41,93.75,231344000,95.6059639505,1871889642.43,650286760.932,7.11,38785200,19.1283047784,75390519.8297,776150882.919,106.55,26320700,3.97893575,26398134.1909,26060156642.9,1596.92,1340320000,316.4495528,3110917755.08
2017-05-09,1477848087.12,28.96,251516992,52.18225832,248726606.884,8344661139.24,91.23,363433984,106.666628386,1872951046.21,609472272.717,6.66,58464400,16.1089374687,44617981.2043,736830797.28,101.12,33359200,4.16130254,23963294.2093,28135500084.6,1723.89,1167920000,302.96153363,3371637388.44
2017-05-10,1699755578.84,33.3,410465984,68.12712098,1192867672.07,8340228747.01,91.15,145602000,104.904536929,1748579943.3,588000663.758,6.43,34371500,42.793625275,48809847.37,676994214.426,92.89,17906900,4.34652804,12281052.431,28671324656,1756.52,915723008,303.26495895,3529867675.41
2017-05-11,1667373337.01,32.66,206136992,41.05226627,167054915.865,8216152556.22,89.77,132722000,109.393380227,2100907149.3,606195296.099,6.62,21112300,14.4570041131,29099454.5639,667922769.324,91.62,15996300,3.74892492,15134690.8035,29063605556,1780.37,799489984,279.58022914,3115003689.3
2017-05-12,1579969329.34,30.93,110569000,29.85475179,119556414.959,8187309624.8,89.43,145824992,109.060373522,1676513899.15,593292100.202,6.48,18365500,14.4266657881,22695519.7026,669472658.419,91.8,15467900,2.82231345,15861285.142,30134616064,1845.76,740984000,322.05057537,3076658859.29
2017-05-13,1390774374.33,27.22,83564400,26.47122611,73399666.2206,8122171084.07,88.69,88742200,106.923588255,1210756343.16,579982516.95,6.33,12663500,13.8116073066,13765191.8452,632759001.097,86.75,14419400,2.45362945,11340266.3994,28135727129,1723.12,579635008,301.19440047,2264203607.23
2017-05-14,1486842680.88,29.09,67853200,17.54424201,83566756.6488,8324477292.35,90.87,66046600,106.379136617,1174624731.14,564983067.915,6.17,29682700,9.54258335111,9688665.89389,653463074.724,89.56,12006000,2.50058903,8646612.72249,29408830776.1,1800.86,437196000,297.47622441,2047338788.18
2017-05-15,1476643348.79,28.89,97147904,26.4612563,191740157.924,8319578009.63,90.78,170999008,132.123398808,1628986860.99,625981714.086,6.83,19609300,14.1373324804,32798462.3886,655944203.651,89.88,15672900,5.90103031,11446509.6684,29536322789.9,1808.44,731529024,327.30377033,3389445746.88
2017-05-16,1295689085.59,25.34,136875008,26.66936888,171577790,8469141040.24,92.39,152284992,137.143767604,2066619672.07,585511829.252,6.39,22364100,13.6392427677,16723480.1733,669318820.548,91.68,14638900,3.98361453,10008982.9834,28449297040,1741.7,959044992,343.40900559,2946055894.01
2017-05-17,1188934998.05,23.24,141118000,31.95544238,79088324.0993,8184012620.56,89.25,183031008,220.21943719,1437441717.23,572155312.513,6.24,29290700,14.2235932685,25041932.5458,625340580.993,85.64,15847600,4.70174743,22797193.1463,28208097841.7,1726.73,1064729984,485.9361122,4085927436.48
2017-05-18,1287712364.13,25.17,115830000,26.62047324,205991299.255,8240321479.24,89.84,196236992,158.498593267,906290175.435,543133022.217,5.92,41864200,22.0128221188,38580601.2332,607791504.995,83.21,14126000,4.06627726,18463725.1361,29713738730,1818.7,894321024,392.02141315,3157571572.76
2017-05-19,1447710716.64,28.29,96923800,25.78970498,154183823.618,8904528880.23,97.05,626945024,173.985855406,1592409569.58,616997294.538,6.72,90591104,17.101805084,53115905.7912,656639077.392,89.87,25889600,4.19993732,28000277.5163,31002930932,1897.37,1157289984,442.811934,3351835395.34
2017-05-20,1416837163.33,27.68,59065000,29.36104954,130111714.494,11860263385.9,129.22,331455008,155.579769682,1333990065.36,733531539.078,7.99,38813800,13.9576663308,26564317.6801,722245222.71,98.83,22378100,3.80081397,41435546.9785,32426424285.3,1984.24,961336000,387.7538543,3118292404.58
2017-05-21,1407125837.05,27.48,104882000,26.70633625,67488420.2017,11709407128.1,127.54,570361024,160.523136918,1788196177.91,678797147.231,7.39,64632100,14.0534818167,41372652.379,736306485.02,100.72,19898000,4.44240806,26513702.5188,33783253069.5,2067.03,1147859968,352.78845637,2650094330.93
2017-05-22,1339068569.51,26.14,164828992,37.98010821,114703995.958,14526439643.3,158.17,1188909952,182.632419995,4361783177.21,826927051.818,9,169832000,17.043046871,98177106.5254,743496367.832,101.68,76089200,6.15638258,39733590.8925,33397370783,2043.19,1942220032,406.63804239,4015870531.37
2017-05-23,1296451908.92,25.3,216875008,54.8706761,416565332.877,15693192111.2,170.82,530708992,253.728642191,2854682760.95,916390004.059,9.97,116546000,15.5622482282,84350554.7369,880458420.223,120.38,51407800,4.76784846,58360857.9921,35827129779.5,2191.56,1378749952,468.38356854,4268036589.48
2017-05-24,1646421920.74,32.12,196292000,37.11705089,279614412.269,16784709007.8,182.65,561014016,272.09067931,3063663176.95,1105252709.3,12.02,319905984,25.0597230971,193792507.874,1017694216.77,139.1,47161500,4.64124708,105252236.785,37953761123.2,2321.37,1725379968,472.94001691,5052714745.82
2017-05-25,1767190735.38,34.47,687651008,37.81152817,264190393.205,17451797602.5,189.85,943636992,218.689885039,3013637715.04,1768226872.8,19.22,575964032,27.9998213136,277639941.539,1047918983.88,143.2,60488800,4.60235683,105309283.681,40000304920,2446.24,2406700032,498.87943053,6155820432.32
2017-05-26,1555284082.04,30.33,484254016,37.52356473,184368947.323,16112691120.4,175.22,792457984,206.055826499,3133264955.3,1517299886.65,16.52,321918016,21.9428253257,130797475.439,868237478.981,118.61,45411400,3.59076169,37376448.44,37955080771.3,2320.89,1763480064,469.79624965,4753086323.51
