,LTC,,,,,ETH,,,,,ETC,,,,,DASH,,,,,BTC,,,,
date,marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD)
2017-08-28,3231877605.71,61.36,556636992,68.92313876,564846085.387,33008581101.1,350.04,854318976,323.120549329,10043066238.6,1527058878.87,16.09,96308800,20.0643221324,53037643.721,2725952179.42,362.5,57630700,5.61582414,49397834.394,72475177722.5,4384.45,1959330048,378.17846684,6517025771.08
2017-08-29,3287304454.12,62.39,294799008,72.13628897,464620755.278,32819088618.5,347.96,1220029952,516.17061562,7536961678.09,1500195534,15.79,68677504,20.4671699802,40394555.252,2686521052.03,357.16,50014900,5.33201009,86324506.497,72561871069.2,4389.21,2486080000,461.76014165,7018030613.49
2017-08-30,3329100906.54,63.16,240308992,59.69250745,384407499.097,34855640372.8,369.47,1333319936,433.380111262,13388321074.1,1502113394.52,15.8,66337400,19.5607539779,49420666.3004,2705511125.5,359.59,44586300,4.94580514,70265558.3729,75566387084.7,4570.36,1937849984,388.49753062,5835254305.84
2017-08-31,3382583960.27,64.16,633147008,54.92182685,604144850.063,35708662193.7,378.44,706254016,737.55260075,6509799326.96,1490803570.19,15.68,86584896,19.3220619111,46114829.4839,2773788442.29,368.57,34978600,4.33227357,98496430.4493,75331350130,4555.59,1944930048,413.21489691,6226919988.26
2017-09-01,3737158063.61,70.86,1551740032,79.24679717,1740031130.78,36190424574.5,383.47,874222016,515.416187022,6142367458.92,1559516693.53,16.4,821440000,27.7691920711,232650983.776,2844896584.6,377.92,55440700,4.38352891,70528710.4751,77758647232,4701.76,2599079936,382.74200641,6543906418.43
2017-09-02,4528217261.99,85.83,1363990016,68.39780269,1010858995.15,36608584105.7,387.82,1483600000,613.662115947,5528463384.51,2096852949.41,22.04,648787008,22.9909618414,196486701.281,2963205665.5,393.53,54813400,4.90414736,55730155.7632,81070834690.8,4901.42,2722139904,290.49925993,5610016658.54
2017-09-03,4167922104.71,78.98,675462016,56.71553328,488834536.825,33066781849.4,350.23,986265984,296.684543723,3861717762.62,1920506494.84,20.18,221986000,20.0675989787,84333352.7511,2672529015.71,354.63,34945200,3.56424636,138404615.316,75850393786,4585.27,1933190016,239.13526989,5010712909.93
2017-09-04,4049769712.43,76.73,922041024,100.10703669,1227639154.89,32780402090.6,347.13,1801689984,487.767496109,5961977202.94,1764775475.16,18.54,243535008,22.4566547788,91111086.8295,2690676704.16,356.94,44170200,4.302631,54831546.5703,75965648581,4591.63,2987330048,325.4016802,8545309304.08
2017-09-05,3445279100.87,65.25,1016089984,97.08176973,618332721.238,28105730996.3,297.57,1551049984,615.809001055,4828914338.53,1506901188.1,15.82,218190000,21.491634101,84048413.9263,2389322245.39,316.88,53928800,5.23363077,63847907.1248,69964825419.1,4228.29,2697969920,281.90480312,25112357217.9
2017-09-06,3791200113.23,71.78,830718016,85.65487108,878640533.835,29644511961.8,313.8,1058830016,770.277418638,5243036069.46,1580641191.79,16.59,228007008,22.6200884241,139719885.331,2474897606.83,328.15,35294300,5.13078124,60892032.1058,72427531421.5,4376.59,2172100096,272.59987797,8919302509.51
2017-09-07,4220260256.75,79.88,526828992,53.50008208,417025602.506,31513922805.6,333.52,718624000,734.239584314,3933736881.54,1811372717.24,19.01,187200992,20.6159796078,54734082.5943,2613614609.28,346.45,24715700,3.70042142,37567379.3362,75955085597,4589.14,1844620032,257.33579475,8659631981.48
2017-09-08,4146092248.68,78.45,930673024,56.25140801,894357423.72,31153537451.6,329.64,1098780032,758.749006956,4515073024.01,1702476965.05,17.86,269884000,20.7814389713,81117201.9627,2592251975.83,343.53,63012500,3.90921114,50375999.2061,76230364770.5,4605.16,2700890112,217.76572461,8472648110.09
2017-09-09,3552733144.98,67.21,467895008,64.39343944,700102876.323,27996752034.3,296.17,528620992,441.035120383,6078557793.69,1443929921.36,15.14,131722000,21.9570012707,72816433.0989,2528176369.13,334.95,23244600,3.75955074,337494354.573,70025929995.7,4229.81,1386230016,144.85041627,6635864057.29
2017-09-10,3479310619.98,65.8,529848000,80.38322455,875739492.343,27802127814,294.06,698326016,413.297569259,5110928963.99,1415935345.96,14.84,210528000,22.140344898,124890855.207,2440426654.74,323.24,27435400,2.95401897,46905228.9795,70025499581,4229.34,1679090048,143.23841995,5750112286.75
2017-09-11,3260596202.21,61.65,412076000,52.8084908,466968359.186,27399613998.9,289.74,571307008,393.332823,4463541517.74,1299428358,13.62,142588000,21.1418118701,66850992.88,2431835295.38,322.02,25159900,3.46463624,46000046.5856,68264854693.4,4122.47,1557330048,159.73383041,8802227083.73
2017-09-12,3504510323.31,66.24,481217984,50.12984294,500054106.239,27867855037.8,294.63,753144000,519.977466208,4630432867.69,1400638371.47,14.67,167338000,25.8359730486,80376776.864,2405325454.84,318.42,27190400,4.1989502,79341877.222,69043323008,4168.88,1864530048,148.9079562,8348960668.04
2017-09-13,3403669235.61,64.32,501521984,55.39130381,299734171.579,27541238024.3,291.12,921692032,463.058657602,2996783987.15,1380029154.22,14.45,103257000,25.7508244913,75227217.4496,2453518767.06,324.72,28322500,4.22146908,41008208.5525,68442013420.2,4131.98,2219409920,133.73148672,9572197287.25
2017-09-14,3263187407.44,61.64,749713984,73.9338568,996367159.311,26171552833,276.59,1184589952,408.768329594,4322451223.93,1342005381.53,14.05,220330000,24.360630692,103806244.975,2275748881.06,301.11,35013800,4.33060041,57626731.637,64200057609.4,3875.37,2716310016,153.73503588,9855261811.07
2017-09-15,2207529812.81,41.69,1554339968,116.14098778,1563129607.75,20369307398.8,215.22,1935699968,636.971536779,4075868527.6,868398315.724,9.09,434920992,27.0299531539,114414539.576,1784489258.45,236.05,72695504,5.15884882,655948112.285,52460524920,3166.3,4148069888,174.81664788,9379883364.28
2017-09-16,2549041408.08,48.13,562278016,118.04916809,1171264195.54,23748040772.9,250.87,711737024,660.859549314,2513054810.9,978277488.403,10.24,146996000,23.9487551974,53595522.4499,2151401127.41,284.51,43702600,4.63287754,80595968.9636,60279289084.8,3637.75,1818400000,119.91780546,7138624475.31
2017-09-17,2555169977.77,48.23,245262000,66.66826305,669237418.871,23277271538.4,245.85,427452000,371.183068104,3001031704.56,948835404.966,9.92,55522700,23.2972838625,28125592.0359,2258448869.71,298.59,38081600,3.79264866,90428543.6262,59765796556,3606.28,1239149952,99.41066001,5034999229.68
2017-09-18,2571571576.72,48.53,408675008,89.67652098,1258727486.84,23885994868,252.23,1127750016,403.16313803,4785953236.98,957516352.838,10.01,117958000,26.4875680383,56897816.0735,2359680711.94,311.89,56189000,4.82716318,95260954.6041,59519892764.2,3591.09,1943209984,168.30810036,6932868302.42
2017-09-19,2951195484.61,55.68,286583008,58.81646328,887357828.248,27815754798,293.66,646908992,385.073423359,4458741918.27,1131474815.25,11.83,69938096,22.6985163281,38685389.13,2524853683.3,333.64,34362500,3.91140952,52818613.3724,67528059642.5,4073.79,1563980032,173.70341529,6686534393.43
2017-09-20,2796648060.14,52.74,160252000,54.0230034,1605799468.7,26718421055.7,282.02,421404000,656.834640397,2806344503.13,1094825563.7,11.44,41369200,20.9522648564,28751326.3467,2450873595.01,323.78,74246200,4.43257442,79402524.8844,64924386077.2,3916.36,1213830016,146.40700953,6333634653.12
2017-09-21,2739712063.04,51.66,229363008,45.91241542,1318435637.44,26841180343.7,283.26,601265984,325.903199026,2739446947.96,1073722180.11,11.21,39347200,20.9936448088,39447084.0674,2592624116.33,342.41,146454000,5.90089361,186618013.474,64686079989.8,3901.47,1411480064,136.34884416,6533128092.17
2017-09-22,2474954560.8,46.65,218134000,39.39147712,977455747.275,24462078754.1,258.11,430080992,306.112519402,2234273350.65,967405788.782,10.1,31855800,19.7457389799,18287745.347,2507724211.01,331.11,90613000,4.17940854,135939105.204,60158601368.8,3628.02,1194829952,117.1641681,5720887456.18
2017-09-23,2555852679.89,48.16,142072992,32.92954608,704786511.2,25080956455.1,264.6,450934016,315.524338577,2056556253.65,978294583.923,10.21,27727300,18.0904704478,20181604.648,2626891998.97,346.76,55928100,2.47050016,55987124.6852,60197547863.2,3629.92,928113984,99.69585805,4014142522.24
2017-09-24,2614269407.09,49.25,82147104,32.13520131,358387074.104,27134234885,286.21,571411008,440.08969434,1946193557.34,1016727370.47,10.61,21480300,19.3603820128,20646232.2726,2655143113.81,350.4,111537000,3.53126052,234349968.209,62961281186.2,3796.15,768014976,83.67519444,3647802335.17
2017-09-25,2528552252.12,47.62,208640992,48.96080563,498491932.493,26760055860.5,282.22,483160992,383.148272059,2522818752.89,998024951.05,10.41,34197100,21.5483804652,18696620.2035,2505985833.63,330.63,58356100,4.07791318,271942933.631,61066827657.7,3681.58,1374210048,147.37049675,6352360019.08
2017-09-26,2745253849.45,51.69,173663008,45.88980176,456931714.582,27724649558.6,292.35,345800992,385.775178878,2724837471.3,1042596373.01,10.87,84319600,23.2263881353,30750034.4106,2616202922.39,345.08,45406700,4.09443737,103138205.075,65167556738.2,3928.41,1043740032,150.08561133,6767415215.13
2017-09-27,2740423926.66,51.58,220363008,44.85236868,588720312.747,27223531814.6,287.02,550243968,422.710363399,2721590748.34,1077632209.74,11.23,119565000,21.4373039577,45505549.0463,2568511120.96,338.7,52033700,3.56510979,50211831.5316,64586502334.3,3892.94,1686880000,143.49865258,6953996512.05
2017-09-28,2986835914.01,56.21,202008992,46.14757978,1090838183.51,29073714460.4,306.47,501894016,370.160472356,3043354687.86,1212292173.15,12.63,175932000,33.4852406199,43789593.718,2624334062.08,345.97,49620000,3.60903467,79676454.9572,69642503814.8,4197.13,1712320000,134.45160224,8005723668.9
2017-09-29,2876485596.84,54.11,186560000,39.59376985,403723250.652,28380112219.3,299.12,541374976,330.88615798,2524781063.8,1225639258.89,12.77,123657000,26.8392209788,38250320.4449,2564025131.59,337.93,38011000,3.47754429,61288605.2315,69228033900,4171.62,1367049984,115.33216245,6921384214.32
2017-09-30,2798605342.15,52.63,131446000,36.93322947,626506635.719,27660342293.3,291.48,332439008,371.957481381,1923011599.52,1201726223.04,12.51,81530800,25.9994741961,29774254.5548,2484342032.01,327.34,27802400,2.49179577,55505229.4272,69143831982.8,4166.11,1207449984,101.44145793,6117273737.1
2017-10-01,2932991749.36,55.14,100183000,31.46515158,444152696.766,28619752596.6,301.55,306184992,358.613329436,1427534571.21,1246878354.56,12.98,44133200,20.3007044807,17957949.4488,2482005006.05,326.95,25835800,2.64561687,48910275.8448,72054319360.2,4341.05,1208210048,119.05349794,5393408388.52
2017-10-02,2902017485.13,54.55,95474600,32.3544002,414648188.017,28712379844.4,302.48,339443008,356.930578828,2246460447.1,1223865929.9,12.74,36422500,21.249344181,23440204.9745,2399150617.57,315.95,29696600,3.16482298,47380347.9184,72971377911.9,4395.81,1431730048,180.47323995,7085722428.99
2017-10-03,2841285033.76,53.39,88516096,29.12156973,543993774.342,28243047611,297.48,321680000,381.246395654,6862782011.54,1198247694.96,12.47,38300200,20.7798417749,12099714.6196,2345073763.84,308.56,37104400,3.00753564,46308567.3946,73191567361.5,4408.46,1288019968,152.53441884,5502221558.15
2017-10-04,2783005008.79,52.28,77473400,27.60914064,376362351.229,27797990490.6,292.75,257906000,385.387152163,4461723123.54,1190383558.94,12.38,23010900,20.0083035709,9164569.82741,2255765683.1,296.74,40983500,2.92948234,445157115.503,71719575369.8,4319.37,1116770048,136.73283395,4721678649.04
2017-10-05,2736864554.13,51.4,69594400,27.03660608,237602059.316,27804873684.2,292.77,253747008,418.983077852,2822916744.66,1151125134.27,11.97,26552900,27.1434932697,10785303.5908,2322137437.58,305.39,27180400,2.58180693,30391227.4809,70240118316,4229.88,1161769984,160.34424031,5756696356.16
2017-10-06,2750428226.41,51.64,59355900,27.67239589,157418126.885,28034882207.5,295.15,318664000,437.255331092,2843906827.65,1148605019.85,11.94,30320700,21.1186985302,10433062.6816,2321675624.37,305.25,22935800,1.97253746,30372976.1585,71819494347,4324.46,1069939968,149.02120217,4941275864.95
2017-10-07,2778014523.46,52.14,51786200,26.36576941,126786051.503,29345193755.5,308.89,342204992,316.276345068,2365195119.71,1185337287.69,12.32,18414400,20.0265850464,10220109.8852,2339724637.64,307.54,27552700,2.68852837,17924767.4198,72573592695,4369.35,906928000,108.21556432,3833663481.86
2017-10-08,2797360841.42,52.49,100841000,28.63091355,237606421.512,29555498405.7,311.06,293167008,357.347800342,2733133214.54,1182687452.5,12.28,32447800,20.6576967078,14049930.6193,2360975019.78,310.25,33683300,2.48844637,41503557.2866,73585678040,4429.67,1313869952,111.79647505,4765572899.39
2017-10-09,2829646133.81,53.08,152366000,33.09726436,442071451.287,29333493362.7,308.67,559467008,379.844761749,3318279367.89,1166881107.86,12.12,40264100,21.0801119687,28908218.554,2281209239.32,299.7,52085800,3.25227192,49713996.0453,76665459928,4614.52,1968739968,149.34098656,10500282356.2
2017-10-10,2673741424.22,50.15,90415504,30.61008255,299220008,28285911274.1,297.6,359705984,417.793497546,3369423239.13,1106726012.91,11.49,27818000,23.5043290076,16356050.0013,2158862205.16,283.55,32941200,3.32414152,30135773.4145,79361562674.6,4776.21,1597139968,167.2582099,7720480607.97
2017-10-11,2706443574.76,50.75,57390100,27.4349881,205953787.604,28630472484.2,301.18,264146000,938.415100756,3036058717.08,1113555773.32,11.55,17991900,37.4691895309,16758285.5609,2219275424.88,291.41,26434900,2.90659148,42872246.519,79586559187.5,4789.25,1222279936,148.17289183,7500621259.94
2017-10-12,2714639389.84,50.89,341368992,45.78326481,468676865.328,28855676367.3,303.5,527556992,421.957034379,3427447938.94,1109787202.57,11.51,56959300,38.047465695,26142940.7076,2271003670.34,298.12,42625600,2.87357079,60283555.7976,80265866462.8,4829.58,2791610112,174.4145147,8328690405.08
2017-10-13,3230878048.09,60.55,357124000,50.05892393,517527547.059,28915643520.4,304.08,1304359936,474.904048257,4458233762.95,1157585346.8,12,79837000,26.0773687971,29105718.6647,2227881357.77,292.39,69258496,4.80742675,109937114.236,90821715816.5,5464.16,3615480064,281.53458216,8710528465.74
2017-10-14,3171053266.16,59.41,313105984,35.69351809,351605397.25,32227275580.6,338.85,516561984,398.049613885,3531949744.72,1176587435.42,12.2,38425100,34.3828132412,16690146.98,2364419856.14,310.23,43951700,2.88468627,81290105.3871,93813031265.9,5643.53,1669030016,227.59563891,7436979779.12
2017-10-15,3423919105.42,64.13,453940000,38.79400189,362214475.024,32296953084,339.53,635406976,386.388929966,3284888575.89,1180991249.83,12.24,52181800,35.9874098323,10936326.4546,2416767118.06,317.01,45301300,3.09825734,39074482.531,97026044778.5,5835.96,1976039936,162.7073282,6631326173.64
2017-10-16,3510047872.47,65.72,200428000,38.92082551,260162387.654,32035021226.7,336.71,692884992,337.116475118,2607633880.72,1153258733.42,11.95,28608500,25.4621506855,16808774.4993,2359843821.83,309.46,38139700,3.56501008,94825683.8915,94571207689,5687.57,2008070016,193.41946089,9828202678.13
2017-10-17,3454715649.15,64.67,205363008,40.45442159,312909798.796,31734248139.6,333.48,509924000,322.84724414,3932353138,1148619636.83,11.9,75268896,32.3487302975,36625520.1883,2305617361.47,302.28,42569400,2.94158026,49669707.6928,95481108904.3,5741.58,1821570048,209.13726138,14637440375.8
2017-10-18,3184314482.13,59.59,283868992,38.66474765,315922690.066,30166457117.1,316.94,606113984,299.370944841,4773993903.07,1151146260.41,11.92,55644800,27.5606820624,26808158.852,2288972066.22,300.02,38693900,3.28806219,35669220.8012,93200912998.8,5603.82,2399269888,192.2026716,10358498062.6
2017-10-19,3250851136.08,60.82,160943008,35.92169129,239394585.998,29944347701.7,314.54,349830016,283.929624901,3997681050.02,1113479820.19,11.52,25045400,30.4668852332,20379803.9288,2273066310.05,297.85,30741800,6.18466345,30674245.4351,92879233192.5,5583.74,1780540032,191.51239568,9336231341.07
2017-10-20,3197775388.67,59.81,150542000,34.1227325,219952163.255,29332606724.3,308.05,396672992,491.672418414,3614336569.89,1098121766.79,11.36,28250900,31.2526222965,15908316.5536,2254999957.49,295.41,47125400,3.34880723,27281724.3254,94960688771,5708.11,2354429952,161.97244556,9450194220.24
2017-10-21,3224915538.39,60.3,139503008,36.34813825,272167634.884,28912227855.3,303.57,408014016,230.0980114,3262284920.34,1083760267.08,11.21,20451400,29.5424354169,13217448.1872,2206277666.76,288.95,47244600,2.72309137,25979868.7099,99774514061.5,5996.79,2207099904,167.76730117,8132101208.83
2017-10-22,3116919403.78,58.27,96781400,31.91684441,209622090.525,28630624713.9,300.55,327387008,196.134800566,2855073961.05,1056867741.24,10.93,19648600,26.5413827208,10399946.1005,2122711436.99,277.93,46070400,3.2675892,44192972.481,100451833398,6036.66,2034630016,155.33193023,7672719185.27
2017-10-23,3037676252.89,56.77,177315008,46.94730982,349719741.181,28117872435.6,295.1,482336000,269.725566032,3918052486.42,1046399890.75,10.82,39358200,27.9892495845,27706461.3036,2104213592.31,275.44,52259300,7.42222349,55418223.5432,99954554700,6006,2401840128,185.64433949,14296685309.1
2017-10-24,2941762468.02,54.96,199788992,46.10254916,288167265.244,27363235718.9,287.12,684281024,357.095144057,3814637884.54,994485465.977,10.28,41969800,27.9259068945,23436988.093,2169677365.34,283.94,59674600,5.02594679,57165130.5021,98793833866.6,5935.52,2735699968,199.79056912,12064521030
2017-10-25,2995612380.41,55.95,114510000,37.41289924,235944827.183,28448754585.1,298.44,325040000,290.665881547,3159619908.62,1024303276.28,10.58,25582600,23.0840397929,10699349.7585,2250758021.02,294.47,43986700,3.24818711,30268309.9211,91967115690.6,5524.6,1966989952,141.97537543,9021986468.3
2017-10-26,3023899940.72,56.47,81104704,39.38809325,215992015.254,28413986062.1,298.02,270272992,275.041131001,2988252151.98,1028482682.25,10.62,18961900,25.4320518957,25172091.9564,2209688678.23,289.03,49309000,3.78358237,56751984.6757,95698263320.4,5747.95,1905040000,112.65051758,8733216874.17
2017-10-27,2982126709.48,55.67,78923104,39.80518514,173006316.357,28276657471.3,296.51,257168992,297.455543733,3150264533.01,1015743564.11,10.49,21540100,23.0988108846,32948808.2666,2188172036.07,286.14,38421900,3.73645481,36032617.7602,98233030896,5899.74,1710130048,166.66745997,9780217059.5
2017-10-28,2967543021.28,55.38,71063200,36.19371105,154701105.693,28416724623.2,297.92,264424000,241.167628141,3838503881.17,1007829570.58,10.4,24204100,21.0585689567,11781435.3366,2152691710.28,281.42,47092100,2.53758785,55215303.5759,96375664793.3,5787.82,1403920000,175.03828084,6965317470.54
2017-10-29,2929910387.54,54.67,138340000,37.10037835,1359490964.99,28275857817.5,296.38,551752000,242.546692539,3491019194.96,1026179854.25,10.59,65005200,24.095637466,20424155.1355,2105982427.11,275.25,75483104,3.29720599,28925352.1733,95830916288.3,5754.44,2859040000,278.85712501,8492465810.74
2017-10-30,3047319308.73,56.84,129287000,37.43177049,2067285791.32,29083667333.8,304.78,331441984,295.610197214,3392932111,1051407094.77,10.84,20081700,29.3361009238,20758828.818,2170792629.48,283.65,40805700,4.65686779,29320702.5693,101844202591,6114.85,1772150016,263.59097424,10040929639.7
2017-10-31,3023109072.72,56.37,99381104,34.96273079,1970383303.18,29337919658.5,307.38,369583008,330.60403118,3642977411.9,1054663573.95,10.87,27241200,26.3239951012,20644564.838,2184733088.22,285.39,50260500,3.99060773,47003225.9204,102140670823,6132.02,2311379968,231.89499927,10261139373.5
2017-11-01,2989934807.56,55.74,112759000,39.54419986,2228372947.89,29189984955.6,305.76,553864000,370.465694941,4399357649.96,1028953674.46,10.6,30011800,28.48899914,24360335.721,2132523814.89,278.5,50960300,4.09534477,23773885.3523,107298908328,6440.97,2870320128,296.93760422,12050590910.6
2017-11-02,2873489234,53.56,221076992,41.8517525,2064554793.61,27760545035.8,290.73,904900992,373.864831846,4764090418.45,996814317.713,10.27,39190200,23.5915107511,23056030.3786,2081712351.99,271.79,72437904,5.05174876,43260041.9802,112922982305,6777.77,4653770240,277.59079476,13198172316.5
2017-11-03,2929218256.4,54.58,150030000,36.45480241,2221464533.43,27553649069.1,288.5,646339968,278.695734083,3723895305.22,994563683.488,10.24,146543008,25.0624712989,29279504.5613,2023271676.38,263.89,62984900,3.80832772,56138808.113,118094104604,7087.53,3369860096,271.77385265,11133920200.3
2017-11-04,3017905139.15,56.22,83633104,27.12560016,1684619454.26,29181323294.4,305.48,416479008,212.077525074,2655841444.9,1226945416.24,12.63,149319008,23.8742017597,43157532.9846,2136447770.5,278.58,49462600,3.56771182,24949294.6392,119388178272,7164.48,2483800064,273.249729,8075799852.76
2017-11-05,2954721753.46,55.03,84302000,28.61303684,1640384437.17,28668223804.7,300.04,337657984,199.74904055,2457189526.62,1152627764.08,11.86,333395008,24.4036541284,71429970.4668,2104365032.75,274.33,41028900,3.35706951,123836014.313,123401042479,7404.52,2380410112,197.6563993,7906084143.47
2017-11-06,2941368206.12,54.76,133918000,31.47888806,1879156659.24,28329199381.7,296.43,579358976,268.798303897,2994174133.98,1292921354.15,13.3,435668000,25.8047262911,89758125.8866,2098323543.09,273.47,60053700,3.85338752,108281032.514,123391873786,7403.22,3111899904,240.33789733,10365132174
2017-11-07,2954083451.3,54.99,402670016,42.80430402,2207136023.61,28539525475.5,298.57,540766016,315.044497913,2541664036.85,1375019270.57,14.14,173760992,24.7034047352,50077674.6337,2109615970.57,274.87,92431200,5.07566553,55480555.6175,117069809675,7023.1,2326340096,294.12731396,13186823103.3
2017-11-08,3284124415.56,61.11,349454016,45.77001587,1967030297.98,28134554590.9,294.27,967955968,379.928853676,3597724998.03,1370480825.33,14.09,139534000,22.5711979929,48939147.5613,2249687574.62,293.04,103556000,4.96985915,58461135.0545,119054210212,7141.38,4602200064,262.16939123,13615015832.4
2017-11-09,3359012875.51,62.49,279652992,48.80777839,2340125503.07,29515079614.5,308.64,893249984,324.913774651,5881488170.92,1360038020.31,13.98,129201000,21.0440879198,40473017.6449,2422549415.76,315.48,110840000,5.0198957,94917857.5471,124160810419,7446.83,3226249984,361.32993999,14514360423.9
2017-11-10,3464908068.67,64.44,291596000,45.12791659,2020352489.85,30672006458.2,320.67,885985984,291.688738911,4537277357.32,1381270988.48,14.19,299856992,23.389873969,74433646.0214,2498384966.8,325.27,116352000,6.78613845,96474185.2211,119618267626,7173.73,5208249856,319.97295719,14919581332.8
2017-11-11,3192312241.3,59.35,272494016,37.60502618,1694935097.79,28565963186,298.59,842300992,232.953762073,3930290631.27,1423376734.19,14.62,958982016,28.3431833615,123741655.296,2546324052.53,331.43,88651000,5.99243125,73341455.5254,110368545013,6618.61,4908680192,317.05792683,9589797520.28
2017-11-12,3352197824.84,62.31,322820000,53.94125596,2039703232.55,30112310690.8,314.69,1613479936,297.799562429,5723133525.21,1895558874.94,19.46,697452992,29.064185522,167406914.739,2656496688.69,345.68,476198016,10.21994015,362447004.621,104985914538,6295.45,8957349888,583.61046709,11582517510.2
2017-11-13,3184682317.96,59.18,237478000,40.20224991,1336722160.11,29384461122.7,307.02,1041889984,309.385435143,3666918840.75,1491050587.78,15.31,350880000,31.0873442575,103148066.151,3897664038.93,507.05,310886016,8.9556132,328757456.666,99039469606,5938.25,6263249920,783.38626441,24717087645.9
2017-11-14,3318075889.6,61.64,174111008,51.91419221,1556907519.65,30323494599.1,316.76,1069680000,335.97952723,3684207912.57,1566602240.66,16.08,449737984,25.1073204294,100529502.005,3293227551.64,428.31,123854000,5.78913391,109425737.834,109444338141,6561.48,3197110016,615.08687921,23482168188.1
2017-11-15,3380473513.62,62.78,194636000,68.15521318,1265522536.36,32359508339.6,337.96,722665984,412.662550359,5819834806.11,1738821383.23,17.84,149567008,23.7322825792,63029977.342,3292306353.96,428.08,103157000,5.45515737,130074763.513,110679241761,6634.76,4200880128,603.50996198,19653332646.4
2017-11-16,3436572719.2,63.81,418128992,44.39201517,1658375379.94,31934140323.5,333.44,797254016,353.507082797,5275605885.25,1706499124.11,17.5,182720992,24.0350330866,50891349.4228,3265689836.92,424.51,97321296,5.50311731,265974239.379,122178277824,7323.24,5123809792,502.64025918,25779850794.8
2017-11-17,3795082385.39,70.45,350504992,46.86626874,1539338629.77,31627690637.7,330.17,621732992,373.486764295,5237120386.95,1636205574.26,16.77,150956992,23.8493411037,60970792.7187,3236369571.63,420.59,95099296,4.02803349,302447272.385,131033768265,7853.57,4651670016,401.16643265,27276055666.4
2017-11-18,3632637005.65,67.41,174063008,40.35430032,1192852574.88,31807621191.5,331.98,649638976,255.609620533,4358502991.25,1679098596.42,17.21,159452992,24.3512802483,56402449.5519,3266127649.38,424.35,145255008,5.57786249,481925668.038,128446322090,7697.21,3667190016,289.98839235,19518236321.5
2017-11-19,3746768412.31,69.51,243056992,52.15126362,1173484069.9,33291573727.4,347.4,1181529984,282.287107556,4565692023.88,1730213062.66,17.73,110618000,25.0224484372,41093853.9467,3505698955.32,455.36,82954600,4.38609305,1675320930.99,129610381082,7766.03,3149319936,247.44354414,21435790609.6
2017-11-20,3850582358.86,71.41,188976000,42.37144568,1239585332.76,33940277137.4,354.09,807027008,371.508144058,6269857823.29,1752074117.57,17.94,147752000,33.5448886177,86002334.3752,3403902597.61,442.03,104701000,5.61116597,132202784.698,134184940812,8039.07,3488450048,329.01817427,23942095652.1
2017-11-21,3893989593.29,72.2,231664992,44.01702834,1287068445.46,35227504313.4,367.44,949912000,363.885755271,6212522575.38,1797071215.33,18.4,186210000,24.6987507167,73353888.8525,3853196717.73,500.24,245163008,6.63384935,223661536.31,136984670594,8205.74,4277609984,310.29655182,24510232855.2
2017-11-22,3786252010.74,70.18,157890000,45.72424285,962636517.905,34551404165.2,360.31,800819008,365.4892339,6188422795.36,1733396610.1,17.74,93779000,28.9247427484,147266017.114,3811893540.16,494.76,381958016,7.94969695,247858030.87,134866117007,8077.95,3633530112,256.40318228,20348301781.6
2017-11-23,3884385505.75,71.98,315247008,47.255289,1032315594.67,36584843458.2,381.44,1845680000,363.134860954,6512207894.41,1760637844.9,18.02,186523008,31.7209704533,63024477.716,4448620793.61,577.25,173698000,6.01074344,140309846.103,137460675458,8232.38,4225179904,265.91956914,22127414858.8
2017-11-24,3947741102.85,73.14,287392000,48.30548355,1047679881.95,39572779796.3,412.5,2292829952,312.003080398,5975137449.32,1785055122.73,18.26,373044992,29.7869620847,104267435.771,4350196623.45,564.34,129105000,6.73290305,90305872.398,134831588327,8074.02,5058610176,233.53648718,18132626557.3
2017-11-25,4206214724.45,77.91,487896992,78.94349435,1225269427.92,45643054346.8,475.68,1422080000,289.454952242,8013722356.1,2085549744.76,21.33,370135008,37.0557013725,100492201.087,4371555411.03,566.96,242807008,6.04006742,128035615.571,137647988252,8241.71,4342060032,195.63976527,18063710661
2017-11-26,4803133279.93,88.94,357456992,57.42409661,1350917596.17,44721221528.8,465.97,1197779968,355.108567824,7472372957.24,2125400073.16,21.73,494332992,31.9223925757,79682184.4973,4947275589.44,641.46,145500000,5.96576625,108666470.277,146805752106,8789.04,5475579904,191.22207725,14579400037.7
2017-11-27,4640250242.82,85.89,429591008,66.40327725,1469669857.72,45263936557.7,471.53,1396480000,369.147153812,9670008860.15,2168858062.98,22.16,718945024,40.9663316825,148919274.375,4791804966.94,621.15,134862000,6.71397039,199305324.203,156240928688,9352.72,5653320192,236.5030831,18273427258
2017-11-28,4956805303.68,91.72,388931008,66.82391743,1567925262.45,46137355825,480.52,1346499968,423.203743142,11910664283.5,2519966656.39,25.74,1640679936,54.8870951861,424380309.187,4880183439.97,632.44,149795008,5.92482159,110102447.318,164123601092,9823.43,6348819968,245.23091351,23584545235.9
